"paragraf","hovedomrode","aktivitet","hovedkonto","aar","udgift"
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Fællesudgifter ","Reserve vedr. flygtninge og indvandrere ","2017",23.4
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Indkv. og underhold af asylansøgere mv ","Drift og tilpasning af indkvarteringssystemet ","2017",505.1
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Indkv. og underhold af asylansøgere mv ","Indkvartering og underhold af asylansøgere ","2017",771
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Indkv. og underhold af asylansøgere mv ","Udflytning fra asylcentre ","2017",169.9
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Indkv. og underhold af asylansøgere mv ","Støtteordning for asylansøgere ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Indkv. og underhold af asylansøgere mv ","Kontante ydelser mv. til asylansøgere m.fl. ","2017",233.9
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Ydelsesstøtte til almene boliger ","2017",516.3
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Ungdomsboligbidrag til almene boliger ","2017",93.1
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Tilskud til indretning af servicearealer ","2017",54
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Administrationsgebyr vedr. almene boliger ","2017",-18.2
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Finansiering af alment nybyggeri ","2017",-134.6
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Genudlån til Landsbyggefonden ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Statslån til Landsbyggefonden ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Adm.udgifter til støttet byggeri mv. ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Støtte til fremme af udv. af almene boliger ","2017",14
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Tab på garantier for flygtninges fraflytn ","2017",2
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Støtte til beboerindskud ","2017",8.8
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Grundkapital ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Boligsocialt Udviklingscenter ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Støtte til boligsocial indsats ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Støtte til startboliger til unge ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Lige muligheder ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Støtte til boliger til unge ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Indsats i ghettoområder ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Indsats i udsatte boligområder ","2017",10.2
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Forsøg i det almene boligbyggeri ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Energibesparelser i den almene boligsektor ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Lån og garantier til almene boliger mv. ","2017",-68
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Afskrivninger på lån til almene boliger mv. ","2017",12
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Støtte til andelsboliger ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Administrationsgebyr vedrørende friplejebolig ","2017",-0.9
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Støtte til friplejeboliger ","2017",44.1
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Tilskud til indretning af servicearealer ","2017",9
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Støtte til beboerindskud i friplejeboliger ","2017",0.7
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Energibesparelser i den private boligsektor ","2017",50
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Lån og garantier til private boliger mv. ","2017",-1
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Afskrivninger på lån til private boliger mv. ","2017",1
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Byfornyelse ","2017",207.5
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Saneringslån og saneringstilskud ","2017",-1
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Oplysning og vejledning vedrørende byforn. ","2017",5
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Udredning og forsøg vedrørende byfornyelse ","2017",5.7
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Lån og garantier vedrørende byfornyelse mv. ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Afskrivninger på lån vedr. byfornyelse mv. ","2017",10
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedrørende ydelsesstøtte ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedrørende ungdomsboligbidrag ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedr. tilskud til ældreboliger ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedr. finansiering af alm. nybyg. ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedrørende rente- og afdragsbidr. ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hens. vedr. driftsstøtte mv. til alm boliger ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedr rente- og afdragsbidrag ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedr. forsøg i det alm. boligbyg. ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelse vedrørende privat boligbyggeri ","Hensættelse vedr. støtte til andelsboliger ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelse vedrørende privat boligbyggeri ","Hensættelse vedr. støtte til friplejeboliger ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelse vedrørende privat boligbyggeri ","Hensættelse vedr. friplejebolig ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelse vedrørende privat boligbyggeri ","Hensættelse vedr. rentebidrag til andelsbolig ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedrørende byer ","Forebyggelse af krim. i udsatte boligområder ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedrørende byer ","Etablering af kvarterløft mod flygt. og ind. ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedrørende byer ","Indsats vedrørende socialt belastede områder ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedrørende byer ","Bypolitiske initiativer ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedrørende byer ","Etablering af lok. integrationspartnerskaber ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Nydanske kvinders vej til beskæftigelse ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Opsøgende indsats over for selvforsørgende ","2017",2.1
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Et mangfoldigt arbejdsmarked ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Virksomhedsrettede forsøg- og udvikling ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Nedbrydning af barrierer for beskæftigelse ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Efteruddannelse ","2017",3.6
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Arbejdsmarkedsdansk ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Initiativer vedr. international rekruttering ","Projekter for udenlandsk arbejdskraft ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Initiativer vedr. international rekruttering ","Familiepakker - integrationstilbud ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Initiativer vedr. international rekruttering ","Støtte og rådgivning for au-pairs ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Tilskud vedrørende indvandrere og flygtninge ","2017",3.1
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Kvinder og familier med etnisk minoritetsbagg ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Formidling af viden ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Opkvalificering af kommuner mv. ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Styrkelse af sammenhængskraften mv. ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Frivillige integrationsarbejde ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Styrket informationsindsats ft. repat. ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Styrket indsats til unge, der flygter mv. ","2017",7.1
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Forebyggelse af radikalisering ","2017",5
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Støtte til private organisationer mv. ","2017",2
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Driftsstøtte til brugerorganisationer mv. ","2017",1.1
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Kontanthjælp og integrationsydelse ","2017",0
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Aktive tilbud og danskuddannelse ","2017",325.1
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Aktive tilbud og danskuddannelse til udlændig ","2017",1021.1
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Resultattilskud ","2017",317.5
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Grundtilskud ","2017",1380.9
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Hjælp i særlige tilfælde ","2017",148.1
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Reintegrationsbistand ","2017",37.7
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Repatriering af udlændinge ","2017",58
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Finansieringsbidrag au pairs ","2017",-8
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Kontanthjælp og integrationsydelse ","2017",209.4
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Integrationsydelse ifm integrationprogrammet ","2017",870.8
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Integrationsydelse for øvrige ","2017",64.6
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Departementet ","2017",205
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Støtte til foreninger mv. ","2017",0.1
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Danmarks Statistik ","2017",252.2
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Rådet for Socialt Udsatte ","2017",4.1
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Ankestyrelsen ","2017",232.3
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Børnerådet ","2017",8.5
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Det Centrale Handicapråd ","2017",5.4
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","CPR-administration ","2017",0
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Socialstyrelsen ","2017",164.7
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Rådgivning og udredning ","2017",246.8
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Gebyr ved ansøgning om navneændringer ","2017",-8.9
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Parrådgivning ","2017",0.7
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Berigtigelser vedr. det sociale refusionssys ","2017",0
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Partistøtte ","2017",109.4
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Foreninger mv. ","2017",2.1
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Udlånte tjenestemænd ","2017",0
"Social- og Indenrigsministeriet ","Fællesudgifter ","Centralstyrelsen ","Reserver og budgetregulering ","2017",3
"Social- og Indenrigsministeriet ","Fællesudgifter ","Statsforvaltningen ","Statsforvaltningen ","2017",291.2
"Social- og Indenrigsministeriet ","Fællesudgifter ","Statsforvaltningen ","Børnesagkyndige undersøgelser ","2017",14.2
"Social- og Indenrigsministeriet ","Fællesudgifter ","Statsforvaltningen ","Børneloven m.v. ","2017",7.1
"Social- og Indenrigsministeriet ","Fællesudgifter ","Statsforvaltningen ","Gebyrordninger for Statsforvaltningen ","2017",0
"Social- og Indenrigsministeriet ","Fællesudgifter ","Statsforvaltningen ","Værgevederlag ","2017",8.2
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","SFI ","2017",31.6
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Center for selvmordsforskning ","2017",3.9
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Center for frivilligt socialt arbejde ","2017",7.1
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Frivilligrådet ","2017",3.6
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","KORA ","2017",34.6
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Omstillingsinitiativer mv. ","2017",0
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Frivilligt socialt arbejde ","2017",44.3
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Børn og unges sociale problemer ","2017",1.4
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Mere viden om mennesker med handicap ","2017",0
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Rammebeløb til handicappede mv. ","2017",25
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Nye og nemmere veje ","2017",0
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Den Fælles Tolkeløsning ","2017",44.1
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Helhed og sammenhæng på handicapområdet ","2017",23.7
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Frivilligt arbejde inden for det sociale felt ","2017",30
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Tilskud til Livslinien ","2017",6
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Tilbud om frivilligt arbejde som led i udd ","2017",1.8
"Social- og Indenrigsministeriet ","Fællesudgifter ","Forsknings- og forsøgsvirksomhed mv. ","Udv. af socialt arbejde og brugerinddragelse ","2017",0
"Social- og Indenrigsministeriet ","Fællesudgifter ","Uddannelse ","Efteruddannelse ","2017",1.2
"Social- og Indenrigsministeriet ","Fællesudgifter ","Uddannelse ","Handlekraftig indsats ","2017",2
"Social- og Indenrigsministeriet ","Fællesudgifter ","Uddannelse ","Udvikling og etablering af børnehuse ","2017",0
"Social- og Indenrigsministeriet ","Fællesudgifter ","Uddannelse ","Forebyggelsesstrategi og inklusion ","2017",10.6
"Social- og Indenrigsministeriet ","Fællesudgifter ","Den centrale refusionsordning ","Den centrale refusionsordning ","2017",1656.1
"Social- og Indenrigsministeriet ","Fællesudgifter ","Den centrale refusionsordning ","Unges ophold i Kriminalforsorgens institution ","2017",-10.7
"Social- og Indenrigsministeriet ","Fællesudgifter ","Reservation til anbringelsesreformen ","Reservation til anbringelsesreformen ","2017",28.9
"Social- og Indenrigsministeriet ","Fællesudgifter ","Christiansø ","Christiansø, Kgl. resolution af 12. dec. ","2017",6.3
"Social- og Indenrigsministeriet ","Børn ","Udvikling af dagtilbud ","Barnets Reform ","2017",24.4
"Social- og Indenrigsministeriet ","Børn ","Udvikling af dagtilbud ","Indsats til beskyttelse af børn mod overgreb ","2017",9.2
"Social- og Indenrigsministeriet ","Børn ","Forebyggelsesinitiativer ","Forebyggende indsats for udsatte børn og unge ","2017",21.1
"Social- og Indenrigsministeriet ","Børn ","Forebyggelsesinitiativer ","Behandling af børn og unge ","2017",69.9
"Social- og Indenrigsministeriet ","Social ","Hjælp til flygtninge ","Hjælp til flygtninge mv. i enkelttilfælde ","2017",984.8
"Social- og Indenrigsministeriet ","Social ","Udgifter i forbindelse med børns pleje ","Merudgifter ","2017",801.4
"Social- og Indenrigsministeriet ","Social ","Udgifter i forbindelse med børns pleje ","Udgifter til advokatbistand ","2017",20.8
"Social- og Indenrigsministeriet ","Social ","Udg. t. pleje af pers. m. bet. og varigt ned. ","Merudg. for per. m. bet. og var. neds. fysisk ","2017",114.1
"Social- og Indenrigsministeriet ","Bistand og pleje for handicappede ","Bistand og pleje for handicappede ","DUKH ","2017",10.2
"Social- og Indenrigsministeriet ","Bistand og pleje for handicappede ","Bistand og pleje for handicappede ","Koloni, handicappede børn/unge og forældre ","2017",12.1
"Social- og Indenrigsministeriet ","Bistand og pleje for handicappede ","Bistand og pleje for handicappede ","Styrket indsats på botilbud mv. ","2017",0
"Social- og Indenrigsministeriet ","Bistand og pleje for handicappede ","Bistand og pleje for handicappede ","Undervisning af døvblinde ","2017",1.2
"Social- og Indenrigsministeriet ","Bistand og pleje for handicappede ","Bistand og pleje for handicappede ","Døvefilm ","2017",7.2
"Social- og Indenrigsministeriet ","Bistand og pleje for handicappede ","Bistand og pleje for handicappede ","Sociale teknologier for mennesker ","2017",0
"Social- og Indenrigsministeriet ","Bistand og pleje for handicappede ","Bistand og pleje for handicappede ","Deltagelse og medbestemmelse ","2017",0
"Social- og Indenrigsministeriet ","Bistand og pleje for handicappede ","Bistand og pleje for handicappede ","Fribefordring af handicappede mv. ","2017",2.1
"Social- og Indenrigsministeriet ","Bistand og pleje for handicappede ","Bistand og pleje for handicappede ","Forebyg. seksuelle overgreb mod handicappede ","2017",0
"Social- og Indenrigsministeriet ","Bistand og pleje for handicappede ","Bistand og pleje for handicappede ","Organisationer m.v. på handicaprådet ","2017",4.5
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Forsorgshjem ","Generelle udgifter, forsorgshjem mv. ","2017",554.3
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Forsorgshjem ","Kofoeds Skole ","2017",36.4
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Forsorgshjem ","Møltrup Optagelseshjem ","2017",9.4
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Forsorgshjem ","Kofoeds Skole, afdrag og renter ","2017",4.6
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Bistand, psykiatriske patienter ","Indsats over for pers udsat for seks overgreb ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Bistand, psykiatriske patienter ","Psykologbehandling til seksuelt misbrugte ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Bistand, psykiatriske patienter ","Sociale tilbud til personer med sindslidelser ","2017",71.4
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Bistand, psykiatriske patienter ","Akutte tilbud til sindslidende ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Bistand, psykiatriske patienter ","Styrkelse af socialpsykiatrien ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Bistand, psykiatriske patienter ","Sundhed til socialt udsatte ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Bistand, psykiatriske patienter ","Styrket indsats for sindslidende ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Bistand, psykiatriske patienter ","Psykiatriaftale 2011-","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Pulje lokale/kommunale udsatteråd ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Styrket indsats over for voldsramte ","2017",1.1
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Særlig indsats, de svagest stillede børn/unge ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Særtilskud til Københavns Kommune ","2017",57.9
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","National civilsamfundsstrategi ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Børne- og familiepolitiske område ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Lige Muligheder ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Støtte til kvinder på vej ud af prostitution ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Indsats til forebyggelse af vold på botilbud ","2017",0.3
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Styrkelse af plejefamiliemrådet ","2017",2.1
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Center for Rusmiddelforskning ","2017",11.4
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Ny indsats mod asocial adfærd ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Forstærket indsats over for kriminelle unge ","2017",12.6
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Bedre tværfaglig indsats - børn af udsatte ","2017",0
