"paragraf","hovedomrode","aktivitet","hovedkonto","aar","udgift"
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Støtteordninger for voksne ","Statens voksenuddannelsesstøtte ","2019",37.5
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Støtteordninger for voksne ","Deltagerstøtte vedrørende TAMU-aktiviteten ","2019",48.8
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Støtteordninger for voksne ","Deltagerstøtte ","2019",0.1
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Støtteordninger for voksne ","ATP-bidrag for modtagere af VEU-godtgørelse ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Forskellige støtteordninger ","Tilskud til udvekslingsophold for unge ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Forskellige støtteordninger ","Specialpædagogisk støtte mv. ","2019",179.1
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Forskellige støtteordninger ","Bonus til elever over år i lønnet praktik ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Forskellige støtteordninger ","Statslig elevstøtte til efterskoler ","2019",1031.9
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Departementet ","2019",86.7
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Kulturstyrelsen ","2019",149.7
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Forskellige tilskud ","2019",6
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Kulturel rammebevilling ","2019",0
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Kultur i kommuner ","2019",41.7
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Kultur- og erhvervssamarbejde ","2019",0
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Dagblade, blade, tidsskrifter mv. ","2019",405.2
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Anlægsreserve til nationalejendom ","2019",3.3
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Udlån under Kulturministeriets ","2019",-0.9
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Ikke-statslige anlægsopgaver ","2019",13.3
"Kulturministeriet ","Fællesudgifter ","Centralstyrelsen ","Reserver og budgetregulering ","2019",40
"Kulturministeriet ","Skabende og udøvende virksomhed ","Støtte til kunstnere, forfattere mv. ","Statens Kunstfond ","2019",439.2
"Kulturministeriet ","Skabende og udøvende virksomhed ","Støtte til kunstnere, forfattere mv. ","Statens Kunstfond ","2019",0
"Kulturministeriet ","Skabende og udøvende virksomhed ","Støtte til kunstnere, forfattere mv. ","Statens Kunstfonds hædersydelser ","2019",32.1
"Kulturministeriet ","Skabende og udøvende virksomhed ","Støtte til kunstnere, forfattere mv. ","Biblioteksafgift ","2019",183.2
"Kulturministeriet ","Skabende og udøvende virksomhed ","Støtte til kunstnere, forfattere mv. ","Dvd-kompensation til rettighedshavere ","2019",16.5
"Kulturministeriet ","Skabende og udøvende virksomhed ","Støtte til kunstnere, forfattere mv. ","Tilskud til billedkunstneriske formål ","2019",1.6
"Kulturministeriet ","Skabende og udøvende virksomhed ","Støtte til kunstnere, forfattere mv. ","Det Kongelige Akademi for de Skønne Kunster ","2019",3
"Kulturministeriet ","Skabende og udøvende virksomhed ","Støtte til kunstnere, forfattere mv. ","Statens Værksteder for Kunst ","2019",6.7
"Kulturministeriet ","Skabende og udøvende virksomhed ","Støtte til kunstnere, forfattere mv. ","International kulturudveksling ","2019",0.9
"Kulturministeriet ","Skabende og udøvende virksomhed ","Støtte til kunstnere, forfattere mv. ","Statens Kunstråd ","2019",0
"Kulturministeriet ","Skabende og udøvende virksomhed ","Musik ","Landsdelsorkestre ","2019",134.1
"Kulturministeriet ","Skabende og udøvende virksomhed ","Musik ","Diverse tilskud til musikformål ","2019",4.4
"Kulturministeriet ","Skabende og udøvende virksomhed ","Musik ","Musikskoler ","2019",84.3
"Kulturministeriet ","Skabende og udøvende virksomhed ","Musik ","Rytmiske spillesteder ","2019",34.5
"Kulturministeriet ","Skabende og udøvende virksomhed ","Scenekunst ","Det Kongelige Teater og Kapel ","2019",492.1
"Kulturministeriet ","Skabende og udøvende virksomhed ","Scenekunst ","Tilskud til teatre mv. ","2019",326.1
"Kulturministeriet ","Skabende og udøvende virksomhed ","Scenekunst ","Egnsteatre og små storbyteatre ","2019",124.7
"Kulturministeriet ","Skabende og udøvende virksomhed ","Scenekunst ","Formidling af teaterforestillinger ","2019",73.6
"Kulturministeriet ","Skabende og udøvende virksomhed ","Scenekunst ","Børneteater og opsøgende teater ","2019",25
"Kulturministeriet ","Skabende og udøvende virksomhed ","Scenekunst ","Nyt Skuespilhus på Kvæsthusbroen ","2019",0
"Kulturministeriet ","Skabende og udøvende virksomhed ","Scenekunst ","Statslige anlægsarbejder på Kvæsthusbroen ","2019",0
"Kulturministeriet ","Skabende og udøvende virksomhed ","Film ","Det Danske Filminstitut ","2019",109.4
"Kulturministeriet ","Skabende og udøvende virksomhed ","Film ","Tilskud til filmformål mv. ","2019",282.1
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Biblioteker ","Tilskud til biblioteksformål mv. ","2019",103
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Biblioteker ","Lige muligheder ","2019",0
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Biblioteker ","Nationalbibliografien ","2019",36.1
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Biblioteker ","Det Kongelige Bibliotek ","2019",312.7
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Biblioteker ","Statsbiblioteket i Aarhus ","2019",156.4
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Biblioteker ","Nota ","2019",38.7
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Biblioteker ","Danmarks Kunstbibliotek ","2019",13.2
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Biblioteker ","Budgetregulering ","2019",0
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Arkiver mv. ","Rigsarkivet ","2019",140
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Arkiver mv. ","Rigsarkivets magasiner i København ","2019",68.2
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Arkiver mv. ","Dansk Sprognævn ","2019",10.5
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Danefægodtgørelse ","2019",2.8
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Markskadeerstatninger mv. ","2019",0.2
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Kulturbevaringsplan ","2019",9.7
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Istandsættelse, fredede bygninger ","2019",3.1
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Nationalmuseet ","2019",198.4
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Fredede og bevaringsværdige bygninger ","2019",39.2
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Dansk Landbrugsmuseum ","2019",11.2
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Dansk Jagt- og Skovbrugsmuseum ","2019",8.5
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Statens Museum for Kunst ","2019",61.9
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Den Hirschsprungske Samling ","2019",6.9
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Ordrupgaard ","2019",12.2
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Diverse tilskud til museer mv. ","2019",18.2
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Tilskud til drift af statsanerkendte museer ","2019",400.1
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Tilskud til udvikling af museumsområdet mv. ","2019",11.2
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Forskning på statslige og statsanerk museer ","2019",5.1
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Tilskud til zoologiske anlæg ","2019",34.9
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Nationalmuseet, anlæg ","2019",9.2
"Kulturministeriet ","Bevaring og formidling af kulturarven ","Museer, fortidsminder, fredede bygninger mv. ","Fredede og bevaringsværdige bygninger ","2019",1
"Kulturministeriet ","Videregående uddannelse ","Uddannelsesinstitutioner mv. ","Kunstakademiets Billedkunstskoler ","2019",43.8
"Kulturministeriet ","Videregående uddannelse ","Uddannelsesinstitutioner mv. ","Det Kgl. Danske Musikkonservatorium ","2019",85.7
"Kulturministeriet ","Videregående uddannelse ","Uddannelsesinstitutioner mv. ","Rytmisk Musikkonservatorium ","2019",32.4
"Kulturministeriet ","Videregående uddannelse ","Uddannelsesinstitutioner mv. ","Det Jyske Musikkonservatorium ","2019",76.7
"Kulturministeriet ","Videregående uddannelse ","Uddannelsesinstitutioner mv. ","Syddansk Musikkonservatorium ","2019",40.7
"Kulturministeriet ","Videregående uddannelse ","Uddannelsesinstitutioner mv. ","Den Danske Scenekunstskole ","2019",69.6
"Kulturministeriet ","Videregående uddannelse ","Uddannelsesinstitutioner mv. ","Den Danske Filmskole ","2019",42
"Kulturministeriet ","Videregående uddannelse ","Uddannelsesinstitutioner mv. ","Budgetregulering ","2019",9.6
"Kulturministeriet ","Videregående uddannelse ","Andre uddannelsesaktiviteter ","Det Jyske Kunstakad. og Det Fynske Kunstakad. ","2019",2.2
"Kulturministeriet ","Videregående uddannelse ","Andre uddannelsesaktiviteter ","Skuespillerskolen i Aarhus ","2019",0
"Kulturministeriet ","Videregående uddannelse ","Andre uddannelsesaktiviteter ","Forfatterskolen ","2019",2.8
"Kulturministeriet ","Videregående uddannelse ","Andre uddannelsesaktiviteter ","Dramatikeruddannelsen ","2019",0
"Kulturministeriet ","Videregående uddannelse ","Andre uddannelsesaktiviteter ","Diverse tilskud mv. ","2019",0
"Kulturministeriet ","Folkeoplysning ","Fællesudgifter ","Folkeoplysning mv. ","2019",54
"Kulturministeriet ","Folkeoplysning ","Fællesudgifter ","Folkeuniversitetet ","2019",13.5
"Kulturministeriet ","Folkeoplysning ","Folkehøjskoler ","Folkehøjskoler ","2019",503.3
"Kulturministeriet ","Folkeoplysning ","Folkehøjskoler ","Kommunale bidrag vedrørende ungdomshøjskoler ","2019",-1
"Kulturministeriet ","Folkeoplysning ","Folkehøjskoler ","Grundtilskud til folkehøjskoler ","2019",52.3
"Kulturministeriet ","Idræts- og fritidsfaciliteter ","Idræts- og fritidsfaciliteter ","Forskellige tilskud til idrætsformål ","2019",0
"Kulturministeriet ","Idræts- og fritidsfaciliteter ","Idræts- og fritidsfaciliteter ","Handlingsplan for store idrætsbegivenheder ","2019",0
"Kulturministeriet ","Slotte og Kulturejendomme ","Slotte og Kulturejendomme ","Styrelsen for Slotte og Kulturejendomme ","2019",118.1
"Kulturministeriet ","Slotte og Kulturejendomme ","Slotte og Kulturejendomme ","Styrelsen for Slotte og Kulturejendomme ","2019",138.9
"Kulturministeriet ","Radio og tv ","Radio og tv ","Tilskud til lokal radio- og tv-produktion ","2019",0
"Kulturministeriet ","Radio og tv ","Radio og tv ","Det Europæiske Audiovisuelle Observatorium ","2019",0.4
"Kulturministeriet ","Radio og tv ","Radio og tv ","Public Service-Puljen ","2019",0
"Kulturministeriet ","Radio og tv ","Radio og tv ","Den fjerde landsdækkende FM-radiokanal ","2019",0
"Kirkeministeriet ","Fællesudgifter ","Centralstyrelsen mv. ","Departementet ","2019",28.3
"Kirkeministeriet ","Fællesudgifter ","Centralstyrelsen mv. ","Mindelunden, De kgl. begravelseskapeller mv. ","2019",2.4
"Kirkeministeriet ","Fællesudgifter ","Centralstyrelsen mv. ","Forskellige tilskud ","2019",2
"Kirkeministeriet ","Fællesudgifter ","Centralstyrelsen mv. ","Tilskud, DKS ","2019",13.9
"Kirkeministeriet ","Fællesudgifter ","Centralstyrelsen mv. ","Tilskud, kirker i udlandet ","2019",10.5
"Kirkeministeriet ","Fællesudgifter ","Centralstyrelsen mv. ","Istandsættelse af kirker mv. ","2019",18.2
"Kirkeministeriet ","Folkekirken ","Folkekirken ","Biskopper ","2019",10
"Kirkeministeriet ","Folkekirken ","Folkekirken ","Provster og præster ","2019",467.3
"Kirkeministeriet ","Folkekirken ","Folkekirken ","Anden lovgivnings provenuvirkning ","2019",8.2
"Miljø- og Fødevareministeriet ","Fællesudgifter ","Centralstyrelsen ","Departementet ","2019",186.8
"Miljø- og Fødevareministeriet ","Fællesudgifter ","Centralstyrelsen ","Natur- og Miljøklagenævnet ","2019",43.1
"Miljø- og Fødevareministeriet ","Fællesudgifter ","Centralstyrelsen ","Klagesagsgebyrer ","2019",-0.7
"Miljø- og Fødevareministeriet ","Fællesudgifter ","Centralstyrelsen ","Energiklagenævnet ","2019",6.2
"Miljø- og Fødevareministeriet ","Fællesudgifter ","Centralstyrelsen ","Bidrag til FAO ","2019",22.6
"Miljø- og Fødevareministeriet ","Fællesudgifter ","Centralstyrelsen ","Reserver og budgetregulering ","2019",2.2
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Fællesudgifter inden for jordbrug og fiskeri ","NaturErhvervstyrelsen ","2019",754.2
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Fællesudgifter inden for jordbrug og fiskeri ","Forskellige tilskud ","2019",24.8
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Fællesudgifter inden for jordbrug og fiskeri ","Forskellige tilskud ","2019",0
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Fællesudgifter inden for jordbrug og fiskeri ","Anlægsprogram ","2019",5.9
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Fællesudgifter inden for jordbrug og fiskeri ","Renter ","2019",0
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Struktur- og effektivitetsforbedringer ","Støtte til udvikling af landdistrikterne ","2019",235
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Struktur- og effektivitetsforbedringer ","Miljøstøtte (artikel 68) ","2019",0
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Struktur- og effektivitetsforbedringer ","Støtte til jordbrugets strukturudvikling mv. ","2019",0
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Struktur- og effektivitetsforbedringer ","Tilskud til fremme af økologi ","2019",0
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Struktur- og effektivitetsforbedringer ","Støtte til ophørsordninger i jordbruget ","2019",0
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Driftsstøtte i jordbruget ","Yngre jordbruger-ordningen ","2019",15.6
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Driftsstøtte i jordbruget ","Refinansieringsordningen for landbruget ","2019",36.6
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Driftsstøtte i jordbruget ","Promilleafgiftsfonde ","2019",255
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Driftsstøtte i jordbruget ","Afdrag på lån ","2019",-52.8
"Miljø- og Fødevareministeriet ","Generelle jordbrugs- og fiskeriforhold mv. ","Erhvervsfremme inden for fiskerisektoren ","Nationale tilskud inden for fiskerisektoren ","2019",0.1
